,Codi_Barri,Any,Codi_Districte,AEB,Seccio_Censal,Valor,NACIONALITAT_G
0,1,2015.0,1.0,4.588235294117647,1011.2647058823529,305.0,1.6764705882352942
1,2,2015.0,1.0,10.333333333333334,1026.5,139.0,1.4166666666666667
2,3,2015.0,1.0,14.333333333333334,1037.4666666666667,184.0,1.3333333333333333
3,4,2015.0,1.0,17.36842105263158,1048.7368421052631,163.0,1.5263157894736843
4,5,2015.0,2.0,20.916666666666668,2010.5416666666667,304.0,1.2916666666666667
5,6,2015.0,2.0,25.2,2038.225,533.0,1.275
6,7,2015.0,2.0,31.0,2069.1944444444443,487.0,1.3333333333333333
7,8,2015.0,2.0,40.111111111111114,2096.472222222222,427.0,1.4166666666666667
8,9,2015.0,2.0,46.770833333333336,2130.1875,585.0,1.2708333333333333
9,10,2015.0,2.0,52.75,2161.8571428571427,358.0,1.2142857142857142
10,11,2015.0,3.0,57.11764705882353,3013.294117647059,350.0,1.411764705882353
11,12,2015.0,3.0,60.0,3025.0,16.0,1.0
12,13,2015.0,3.0,62.4,3068.85,250.0,1.25
13,14,2015.0,3.0,65.0,3042.5833333333335,118.0,1.75
14,15,2015.0,3.0,66.58333333333333,3051.0833333333335,139.0,1.25
15,16,2015.0,3.0,68.53333333333333,3062.3333333333335,189.0,1.2666666666666666
16,17,2015.0,3.0,70.3,3077.3,214.0,1.35
17,18,2015.0,3.0,73.80645161290323,3100.1612903225805,389.0,1.064516129032258
18,19,2015.0,4.0,79.75,4017.975,460.0,1.2
19,20,2015.0,4.0,85.73333333333333,4045.266666666667,207.0,1.0
20,21,2015.0,4.0,89.0,4053.2,88.0,1.4
21,22,2015.0,5.0,91.75,5002.0,48.0,1.5
22,23,2015.0,5.0,95.15,5011.95,253.0,1.3
23,24,2015.0,5.0,98.46153846153847,5025.307692307692,131.0,1.2307692307692308
24,25,2015.0,5.0,102.0,5039.461538461538,244.0,1.3846153846153846
25,26,2015.0,5.0,107.4,5064.875,456.0,1.275
26,27,2015.0,5.0,112.0,5089.375,228.0,1.2916666666666667
27,28,2015.0,6.0,115.21428571428571,6006.928571428572,139.0,1.2857142857142858
28,29,2015.0,6.0,118.0,6015.0,59.0,1.0
29,30,2015.0,6.0,119.66666666666667,6022.583333333333,146.0,1.25
30,31,2015.0,6.0,125.58974358974359,6045.7692307692305,540.0,1.1538461538461537
31,32,2015.0,6.0,132.44827586206895,6075.827586206897,337.0,1.206896551724138
32,33,2015.0,7.0,135.85714285714286,7009.809523809524,312.0,1.1904761904761905
33,34,2015.0,7.0,138.0,7022.5,74.0,1.4
34,35,2015.0,7.0,140.9655172413793,7038.862068965517,356.0,1.2413793103448276
35,36,2015.0,7.0,144.5,7054.875,95.0,1.125
36,37,2015.0,7.0,147.36363636363637,7069.5,272.0,1.0
37,38,2015.0,7.0,149.0,7084.5,112.0,1.0
38,39,2015.0,7.0,150.0,7090.833333333333,96.0,1.3333333333333333
39,40,2015.0,7.0,151.0,7095.2,112.0,1.4
40,41,2015.0,7.0,152.0,7099.5,43.0,1.0
41,42,2015.0,7.0,153.0,7102.0,0.0,1.0
42,43,2015.0,7.0,154.86363636363637,7113.454545454545,299.0,1.0909090909090908
43,44,2015.0,8.0,158.47826086956522,8010.086956521739,230.0,1.2608695652173914
44,45,2015.0,8.0,162.0909090909091,8029.409090909091,263.0,1.3181818181818181
45,46,2015.0,8.0,164.36363636363637,8042.090909090909,191.0,1.1818181818181819
46,47,2015.0,8.0,166.0,8048.5,36.0,1.0
47,48,2015.0,8.0,167.35714285714286,8066.0,180.0,1.2857142857142858
48,49,2015.0,8.0,169.0,8062.0,59.0,1.0
49,50,2015.0,8.0,170.41666666666666,8068.833333333333,112.0,1.25
50,51,2015.0,8.0,172.7,8079.0,105.0,1.4
51,52,2015.0,8.0,175.75,8092.958333333333,239.0,1.25
52,53,2015.0,8.0,178.0,8105.375,118.0,1.625
53,54,2015.0,8.0,179.0,8108.5,21.0,1.0
54,55,2015.0,8.0,180.0,8112.428571428572,67.0,1.1428571428571428
55,56,2015.0,8.0,181.0,8116.0,35.0,1.0
56,57,2015.0,9.0,182.0,9002.888888888889,62.0,1.7777777777777777
57,58,2015.0,9.0,183.0,9006.5,25.0,1.0
58,59,2015.0,9.0,184.66666666666666,9011.444444444445,99.0,1.3333333333333333
59,60,2015.0,9.0,189.3111111111111,9035.355555555556,473.0,1.1777777777777778
60,61,2015.0,9.0,194.44,9067.6,268.0,1.36
61,62,2015.0,9.0,197.46153846153845,9077.692307692309,132.0,1.4615384615384615
62,63,2015.0,9.0,199.42105263157896,9088.631578947368,203.0,1.6842105263157894
63,64,2015.0,10.0,202.64285714285714,10013.0,355.0,1.2142857142857142
64,65,2015.0,10.0,205.9047619047619,10043.285714285714,203.0,1.3333333333333333
65,66,2015.0,10.0,208.72727272727272,10045.90909090909,107.0,1.2727272727272727
66,67,2015.0,10.0,210.2,10053.0,22.0,1.0
67,68,2015.0,10.0,213.83333333333334,10065.333333333334,289.0,1.1666666666666667
68,69,2015.0,10.0,216.7,10109.4,58.0,1.5
69,70,2015.0,10.0,220.11764705882354,10086.058823529413,187.0,1.4705882352941178
70,71,2015.0,10.0,224.15384615384616,10109.23076923077,185.0,1.1538461538461537
71,72,2015.0,10.0,227.31578947368422,10113.578947368422,291.0,1.0526315789473684
72,73,2015.0,10.0,231.34782608695653,10133.521739130434,319.0,1.173913043478261
73,1,2016.0,1.0,4.117647058823529,1009.7941176470588,281.0,1.6470588235294117
74,2,2016.0,1.0,10.470588235294118,1026.8823529411766,103.0,1.7058823529411764
75,3,2016.0,1.0,14.235294117647058,1036.9411764705883,182.0,1.6470588235294117
76,4,2016.0,1.0,17.454545454545453,1049.3636363636363,183.0,1.6363636363636365
77,5,2016.0,2.0,20.833333333333332,2009.9166666666667,327.0,1.3333333333333333
78,6,2016.0,2.0,25.11627906976744,2037.4651162790697,503.0,1.3488372093023255
79,7,2016.0,2.0,31.256410256410255,2069.7948717948716,473.0,1.358974358974359
80,8,2016.0,2.0,40.03030303030303,2096.121212121212,425.0,1.3636363636363635
81,9,2016.0,2.0,46.72549019607843,2129.705882352941,527.0,1.3725490196078431
82,10,2016.0,2.0,52.67857142857143,2161.6071428571427,351.0,1.25
83,11,2016.0,3.0,57.064516129032256,3012.8709677419356,325.0,1.3548387096774193
84,12,2016.0,3.0,60.0,3025.0,17.0,1.0
85,13,2016.0,3.0,62.23809523809524,3066.6190476190477,248.0,1.3333333333333333
86,14,2016.0,3.0,65.0,3042.875,102.0,1.125
87,15,2016.0,3.0,66.63636363636364,3051.6363636363635,134.0,1.1818181818181819
88,16,2016.0,3.0,68.66666666666667,3062.9333333333334,168.0,1.2666666666666666
89,17,2016.0,3.0,70.29411764705883,3077.6470588235293,197.0,1.0588235294117647
90,18,2016.0,3.0,73.73529411764706,3099.529411764706,366.0,1.2352941176470589
91,19,2016.0,4.0,79.5,4017.0476190476193,429.0,1.2619047619047619
92,20,2016.0,4.0,85.73684210526316,4044.7894736842104,198.0,1.2105263157894737
93,21,2016.0,4.0,88.85714285714286,4053.0,114.0,1.0
94,22,2016.0,5.0,91.66666666666667,5002.0,53.0,1.0
95,23,2016.0,5.0,95.0,5011.227272727273,254.0,1.3636363636363635
96,24,2016.0,5.0,98.46153846153847,5025.461538461538,140.0,1.2307692307692308
97,25,2016.0,5.0,101.84,5038.24,274.0,1.44
98,26,2016.0,5.0,107.2,5064.075,403.0,1.3
99,27,2016.0,5.0,111.88,5088.92,229.0,1.32
100,28,2016.0,6.0,115.18181818181819,6006.636363636364,151.0,1.0
101,29,2016.0,6.0,118.0,6015.222222222223,61.0,1.6666666666666667
102,30,2016.0,6.0,119.53333333333333,6021.8,132.0,1.6
103,31,2016.0,6.0,125.29166666666667,6045.0,469.0,1.375
104,32,2016.0,6.0,132.36666666666667,6075.466666666666,357.0,1.3
105,33,2016.0,7.0,135.86363636363637,7009.954545454545,367.0,1.1818181818181819
106,34,2016.0,7.0,138.0,7023.0,90.0,1.0
107,35,2016.0,7.0,140.84375,7038.46875,344.0,1.375
108,36,2016.0,7.0,144.57142857142858,7055.0,85.0,1.0
109,37,2016.0,7.0,147.32,7069.08,276.0,1.2
110,38,2016.0,7.0,149.0,7084.888888888889,98.0,1.2222222222222223
111,39,2016.0,7.0,150.0,7091.0,77.0,1.1666666666666667
112,40,2016.0,7.0,151.0,7095.5,94.0,1.0
113,41,2016.0,7.0,152.0,7099.4,62.0,1.4
114,42,2016.0,7.0,153.0,7102.0,6.0,1.0
115,43,2016.0,7.0,154.84,7113.0,304.0,1.28
116,44,2016.0,8.0,158.47826086956522,8010.347826086957,270.0,1.2608695652173914
117,45,2016.0,8.0,162.05,8028.8,240.0,1.2
118,46,2016.0,8.0,164.36363636363637,8042.363636363636,176.0,1.0909090909090908
119,47,2016.0,8.0,166.0,8048.5,21.0,1.0
120,48,2016.0,8.0,167.36363636363637,8069.090909090909,142.0,1.0
121,49,2016.0,8.0,169.0,8062.0,58.0,1.0
122,50,2016.0,8.0,170.53846153846155,8070.0,114.0,1.4615384615384615
123,51,2016.0,8.0,172.625,8078.5,117.0,1.0
124,52,2016.0,8.0,175.66666666666666,8092.333333333333,252.0,1.4444444444444444
125,53,2016.0,8.0,178.0,8104.833333333333,102.0,1.3333333333333333
126,54,2016.0,8.0,179.0,8108.5,13.0,1.0
127,55,2016.0,8.0,180.0,8112.7,60.0,1.8
128,56,2016.0,8.0,181.0,8116.0,25.0,1.0
129,57,2016.0,9.0,182.0,9002.75,57.0,1.75
130,58,2016.0,9.0,183.0,9006.5,25.0,1.0
131,59,2016.0,9.0,184.71428571428572,9011.42857142857,98.0,1.0
132,60,2016.0,9.0,189.36363636363637,9035.5,463.0,1.2045454545454546
133,61,2016.0,9.0,194.41666666666666,9067.291666666666,239.0,1.3333333333333333
134,62,2016.0,9.0,197.6,9078.2,178.0,1.2
135,63,2016.0,9.0,199.4375,9088.4375,197.0,1.25
136,64,2016.0,10.0,202.62857142857143,10012.914285714285,373.0,1.5142857142857142
137,65,2016.0,10.0,205.88888888888889,10044.555555555555,200.0,1.1111111111111112
138,66,2016.0,10.0,208.72727272727272,10045.545454545454,120.0,1.2727272727272727
139,67,2016.0,10.0,210.14285714285714,10053.142857142857,30.0,1.4285714285714286
140,68,2016.0,10.0,213.95454545454547,10065.863636363636,269.0,1.1818181818181819
141,69,2016.0,10.0,216.8181818181818,10135.636363636364,65.0,1.6363636363636365
142,70,2016.0,10.0,220.33333333333334,10086.866666666667,200.0,1.2666666666666666
143,71,2016.0,10.0,224.25,10110.5,132.0,1.0
144,72,2016.0,10.0,227.36363636363637,10113.727272727272,269.0,1.3181818181818181
145,73,2016.0,10.0,231.36,10133.56,303.0,1.32
146,1,2017.0,1.0,4.5,1010.7894736842105,326.0,1.8157894736842106
147,2,2017.0,1.0,10.466666666666667,1026.8,119.0,1.6666666666666667
148,3,2017.0,1.0,14.285714285714286,1037.0714285714287,166.0,1.2142857142857142
149,4,2017.0,1.0,17.45,1049.2,162.0,1.5
150,5,2017.0,2.0,20.88888888888889,2010.5555555555557,328.0,1.3703703703703705
151,6,2017.0,2.0,25.025,2036.975,529.0,1.275
152,7,2017.0,2.0,31.243243243243242,2070.108108108108,495.0,1.2972972972972974
153,8,2017.0,2.0,40.193548387096776,2096.548387096774,442.0,1.2580645161290323
154,9,2017.0,2.0,46.78431372549019,2130.274509803922,565.0,1.3529411764705883
155,10,2017.0,2.0,52.51851851851852,2160.740740740741,360.0,1.1851851851851851
156,11,2017.0,3.0,57.05882352941177,3013.176470588235,364.0,1.5
157,12,2017.0,3.0,60.0,3025.0,11.0,1.0
158,13,2017.0,3.0,62.142857142857146,3057.714285714286,269.0,1.2857142857142858
159,14,2017.0,3.0,65.0,3042.625,145.0,1.25
160,15,2017.0,3.0,66.63636363636364,3051.818181818182,151.0,1.1818181818181819
161,16,2017.0,3.0,68.58823529411765,3063.235294117647,167.0,1.4705882352941178
162,17,2017.0,3.0,70.27272727272727,3076.9545454545455,225.0,1.5
163,18,2017.0,3.0,73.86111111111111,3100.4444444444443,411.0,1.3055555555555556
164,19,2017.0,4.0,79.95454545454545,4018.6136363636365,446.0,1.2954545454545454
165,20,2017.0,4.0,85.75,4045.125,199.0,1.125
166,21,2017.0,4.0,89.0,4053.4,112.0,1.3
167,22,2017.0,5.0,91.75,5002.0,46.0,1.25
168,23,2017.0,5.0,95.0952380952381,5011.571428571428,244.0,1.380952380952381
169,24,2017.0,5.0,98.35714285714286,5025.142857142857,144.0,1.2857142857142858
170,25,2017.0,5.0,101.95652173913044,5039.04347826087,242.0,1.3478260869565217
171,26,2017.0,5.0,107.38095238095238,5064.976190476191,422.0,1.3571428571428572
172,27,2017.0,5.0,111.88,5088.4,230.0,1.36
173,28,2017.0,6.0,115.35714285714286,6007.0,158.0,1.2857142857142858
174,29,2017.0,6.0,118.0,6015.0,55.0,1.4285714285714286
175,30,2017.0,6.0,119.46153846153847,6021.923076923077,132.0,1.3846153846153846
176,31,2017.0,6.0,125.34782608695652,6044.891304347826,478.0,1.326086956521739
177,32,2017.0,6.0,132.55172413793105,6076.206896551724,338.0,1.2413793103448276
178,33,2017.0,7.0,135.91304347826087,7010.04347826087,322.0,1.2608695652173914
179,34,2017.0,7.0,138.0,7023.0,100.0,1.6363636363636365
180,35,2017.0,7.0,140.96153846153845,7039.0,316.0,1.0769230769230769
181,36,2017.0,7.0,144.4,7054.4,81.0,1.4
182,37,2017.0,7.0,147.28571428571428,7068.892857142857,262.0,1.3928571428571428
183,38,2017.0,7.0,149.0,7084.363636363636,122.0,1.5454545454545454
184,39,2017.0,7.0,150.0,7091.125,96.0,1.75
185,40,2017.0,7.0,151.0,7095.0,123.0,1.5
186,41,2017.0,7.0,152.0,7099.5,58.0,1.0
187,42,2017.0,7.0,153.0,7102.0,0.0,1.0
188,43,2017.0,7.0,154.82608695652175,7113.173913043478,297.0,1.0869565217391304
189,44,2017.0,8.0,158.58333333333334,8010.875,273.0,1.375
190,45,2017.0,8.0,161.95,8028.05,281.0,1.15
191,46,2017.0,8.0,164.5,8043.166666666667,200.0,1.3333333333333333
192,47,2017.0,8.0,166.0,8048.5,34.0,1.0
193,48,2017.0,8.0,167.33333333333334,8067.5,177.0,1.1666666666666667
194,49,2017.0,8.0,169.0,8062.0,69.0,1.0
195,50,2017.0,8.0,170.5,8069.583333333333,112.0,1.25
196,51,2017.0,8.0,172.54545454545453,8078.545454545455,126.0,1.4545454545454546
197,52,2017.0,8.0,175.75,8092.875,272.0,1.3333333333333333
198,53,2017.0,8.0,178.0,8105.0,79.0,1.0
199,54,2017.0,8.0,179.0,8108.5,21.0,1.0
200,55,2017.0,8.0,180.0,8112.428571428572,74.0,1.2857142857142858
201,56,2017.0,8.0,181.0,8116.0,25.0,2.0
202,57,2017.0,9.0,182.0,9002.833333333334,57.0,1.3333333333333333
203,58,2017.0,9.0,183.0,9006.5,22.0,1.0
204,59,2017.0,9.0,184.71428571428572,9011.57142857143,125.0,1.2857142857142858
205,60,2017.0,9.0,189.3095238095238,9035.357142857143,508.0,1.1428571428571428
206,61,2017.0,9.0,194.52173913043478,9068.130434782608,251.0,1.2173913043478262
207,62,2017.0,9.0,197.6,9078.4,150.0,1.2
208,63,2017.0,9.0,199.46666666666667,9088.933333333332,205.0,1.2666666666666666
209,64,2017.0,10.0,202.72413793103448,10013.51724137931,339.0,1.2758620689655173
210,65,2017.0,10.0,205.95,10044.05,229.0,1.3
211,66,2017.0,10.0,208.72727272727272,10045.90909090909,102.0,1.2727272727272727
212,67,2017.0,10.0,210.375,10053.375,34.0,1.625
213,68,2017.0,10.0,213.88888888888889,10065.444444444445,282.0,1.4444444444444444
214,69,2017.0,10.0,216.8,10109.4,67.0,1.5
215,70,2017.0,10.0,220.4375,10087.125,183.0,1.3125
216,71,2017.0,10.0,224.23529411764707,10107.0,174.0,1.588235294117647
217,72,2017.0,10.0,227.3684210526316,10113.894736842105,289.0,1.105263157894737
218,73,2017.0,10.0,231.2608695652174,10133.04347826087,334.0,1.173913043478261
219,1,2018.0,1.0,4.527777777777778,1011.0,262.0,1.6944444444444444
220,2,2018.0,1.0,10.352941176470589,1026.5294117647059,109.0,1.8235294117647058
221,3,2018.0,1.0,14.3125,1037.25,149.0,1.375
222,4,2018.0,1.0,17.5,1049.2272727272727,136.0,1.6818181818181819
223,5,2018.0,2.0,20.923076923076923,2010.1538461538462,309.0,1.4230769230769231
224,6,2018.0,2.0,25.125,2037.8,527.0,1.225
225,7,2018.0,2.0,31.05128205128205,2069.4615384615386,476.0,1.3076923076923077
226,8,2018.0,2.0,40.029411764705884,2095.8823529411766,394.0,1.3529411764705883
227,9,2018.0,2.0,46.714285714285715,2129.877551020408,556.0,1.2857142857142858
228,10,2018.0,2.0,52.63636363636363,2161.3636363636365,376.0,1.4242424242424243
229,11,2018.0,3.0,56.90909090909091,3011.818181818182,344.0,1.4545454545454546
230,12,2018.0,3.0,60.0,3025.0,17.0,1.0
231,13,2018.0,3.0,62.285714285714285,3066.7619047619046,304.0,1.380952380952381
232,14,2018.0,3.0,65.0,3042.9,94.0,1.3
233,15,2018.0,3.0,66.57142857142857,3051.4285714285716,134.0,1.5714285714285714
234,16,2018.0,3.0,68.61538461538461,3063.0,171.0,1.0
235,17,2018.0,3.0,70.33333333333333,3077.6111111111113,215.0,1.1666666666666667
236,18,2018.0,3.0,73.76470588235294,3099.705882352941,343.0,1.2058823529411764
237,19,2018.0,4.0,79.52272727272727,4017.1136363636365,437.0,1.3409090909090908
238,20,2018.0,4.0,85.6470588235294,4044.529411764706,209.0,1.2352941176470589
239,21,2018.0,4.0,89.0,4053.3333333333335,106.0,1.3333333333333333
240,22,2018.0,5.0,91.6,5002.0,36.0,1.4
241,23,2018.0,5.0,94.95238095238095,5011.190476190476,257.0,1.3333333333333333
242,24,2018.0,5.0,98.46666666666667,5025.333333333333,147.0,1.3333333333333333
243,25,2018.0,5.0,101.92307692307692,5038.884615384615,266.0,1.3461538461538463
244,26,2018.0,5.0,107.21428571428571,5064.142857142857,431.0,1.3333333333333333
245,27,2018.0,5.0,111.81818181818181,5088.909090909091,227.0,1.2727272727272727
246,28,2018.0,6.0,115.25,6006.916666666667,159.0,1.0833333333333333
247,29,2018.0,6.0,118.0,6015.0,70.0,1.75
248,30,2018.0,6.0,119.58333333333333,6022.25,156.0,1.25
249,31,2018.0,6.0,125.61363636363636,6045.886363636364,461.0,1.2954545454545454
250,32,2018.0,6.0,132.42307692307693,6075.653846153846,333.0,1.0769230769230769
251,33,2018.0,7.0,135.96,7010.32,343.0,1.44
252,34,2018.0,7.0,138.0,7023.0,89.0,1.0
253,35,2018.0,7.0,141.10714285714286,7039.714285714285,341.0,1.1428571428571428
254,36,2018.0,7.0,144.625,7055.0,78.0,1.25
255,37,2018.0,7.0,147.25925925925927,7068.814814814815,300.0,1.3333333333333333
256,38,2018.0,7.0,149.0,7084.6,87.0,1.3
257,39,2018.0,7.0,150.0,7090.833333333333,110.0,1.3333333333333333
258,40,2018.0,7.0,151.0,7095.2,138.0,1.4
259,41,2018.0,7.0,152.0,7099.5,55.0,1.5
260,42,2018.0,7.0,153.0,7102.0,0.0,1.0
261,43,2018.0,7.0,154.83333333333334,7113.083333333333,307.0,1.1666666666666667
262,44,2018.0,8.0,158.52173913043478,8010.739130434783,279.0,1.3478260869565217
263,45,2018.0,8.0,162.05263157894737,8028.631578947368,263.0,1.105263157894737
264,46,2018.0,8.0,164.33333333333334,8042.083333333333,185.0,1.3333333333333333
265,47,2018.0,8.0,166.0,8048.5,28.0,1.0
266,48,2018.0,8.0,167.41666666666666,8068.0,162.0,1.0833333333333333
267,49,2018.0,8.0,169.0,8062.0,77.0,1.0
268,50,2018.0,8.0,170.5,8069.666666666667,116.0,1.1666666666666667
269,51,2018.0,8.0,172.55555555555554,8078.222222222223,128.0,1.2222222222222223
270,52,2018.0,8.0,175.65217391304347,8092.304347826087,262.0,1.2173913043478262
271,53,2018.0,8.0,178.0,8105.0,96.0,1.4285714285714286
272,54,2018.0,8.0,179.0,8108.5,22.0,1.0
273,55,2018.0,8.0,180.0,8112.5,54.0,1.7
274,56,2018.0,8.0,181.0,8116.0,23.0,1.0
275,57,2018.0,9.0,182.0,9003.0,58.0,1.5714285714285714
276,58,2018.0,9.0,183.0,9006.5,17.0,1.0
277,59,2018.0,9.0,184.77777777777777,9012.111111111111,113.0,1.4444444444444444
278,60,2018.0,9.0,189.24444444444444,9035.022222222222,444.0,1.2666666666666666
279,61,2018.0,9.0,194.5,9067.833333333334,254.0,1.2916666666666667
280,62,2018.0,9.0,197.5,9077.6,172.0,1.1
281,63,2018.0,9.0,199.4,9088.6,194.0,1.2666666666666666
282,64,2018.0,10.0,202.67857142857142,10013.142857142857,394.0,1.1785714285714286
283,65,2018.0,10.0,205.86363636363637,10042.818181818182,202.0,1.3636363636363635
284,66,2018.0,10.0,208.76923076923077,10046.076923076924,101.0,1.3846153846153846
285,67,2018.0,10.0,210.28571428571428,10053.42857142857,36.0,1.4285714285714286
286,68,2018.0,10.0,213.7037037037037,10064.62962962963,283.0,1.4074074074074074
287,69,2018.0,10.0,216.9,10109.6,83.0,1.5
288,70,2018.0,10.0,220.31578947368422,10086.684210526315,190.0,1.5263157894736843
289,71,2018.0,10.0,224.22222222222223,10106.388888888889,137.0,1.5555555555555556
290,72,2018.0,10.0,227.42857142857142,10114.095238095239,239.0,1.2857142857142858
291,73,2018.0,10.0,231.5185185185185,10134.444444444445,289.0,1.3703703703703705
292,1,2019.0,1.0,4.384615384615385,1010.3333333333334,243.0,1.7435897435897436
293,2,2019.0,1.0,10.6,1027.2666666666667,126.0,1.6
294,3,2019.0,1.0,14.2,1036.8666666666666,140.0,1.4666666666666666
295,4,2019.0,1.0,17.352941176470587,1049.0,134.0,1.411764705882353
296,5,2019.0,2.0,20.8,2009.8,312.0,1.4
297,6,2019.0,2.0,25.133333333333333,2037.8666666666666,519.0,1.4
298,7,2019.0,2.0,31.05263157894737,2069.6315789473683,433.0,1.3157894736842106
299,8,2019.0,2.0,39.85294117647059,2095.4117647058824,427.0,1.3235294117647058
300,9,2019.0,2.0,46.83673469387755,2130.530612244898,467.0,1.3061224489795917
301,10,2019.0,2.0,52.793103448275865,2162.0344827586205,342.0,1.3448275862068966
302,11,2019.0,3.0,57.083333333333336,3012.9166666666665,309.0,1.6388888888888888
303,12,2019.0,3.0,60.0,3025.0,18.0,1.0
304,13,2019.0,3.0,62.23809523809524,3066.6666666666665,244.0,1.380952380952381
305,14,2019.0,3.0,65.0,3043.0,103.0,1.5
306,15,2019.0,3.0,66.46666666666667,3050.5333333333333,113.0,1.6
307,16,2019.0,3.0,68.66666666666667,3063.4,170.0,1.2
308,17,2019.0,3.0,70.27777777777777,3077.1666666666665,202.0,1.2222222222222223
309,18,2019.0,3.0,73.77142857142857,3099.8571428571427,355.0,1.2857142857142858
310,19,2019.0,4.0,79.75,4017.6136363636365,421.0,1.2954545454545454
311,20,2019.0,4.0,85.6875,4044.8125,251.0,1.0625
312,21,2019.0,4.0,88.92857142857143,4053.285714285714,88.0,1.7142857142857142
313,22,2019.0,5.0,91.57142857142857,5001.857142857143,23.0,1.8571428571428572
314,23,2019.0,5.0,94.95454545454545,5010.954545454545,252.0,1.3181818181818181
315,24,2019.0,5.0,98.28571428571429,5024.928571428572,132.0,1.2857142857142858
316,25,2019.0,5.0,101.88888888888889,5038.666666666667,254.0,1.5185185185185186
317,26,2019.0,5.0,107.1219512195122,5063.731707317073,447.0,1.2926829268292683
318,27,2019.0,5.0,111.84,5088.56,224.0,1.36
319,28,2019.0,6.0,115.18181818181819,6006.636363636364,123.0,1.0
320,29,2019.0,6.0,118.0,6014.857142857143,39.0,1.5714285714285714
321,30,2019.0,6.0,119.66666666666667,6022.416666666667,155.0,1.25
322,31,2019.0,6.0,125.65116279069767,6046.023255813953,393.0,1.2790697674418605
323,32,2019.0,6.0,132.4516129032258,6075.709677419355,289.0,1.2903225806451613
324,33,2019.0,7.0,135.92857142857142,7010.214285714285,278.0,1.5357142857142858
325,34,2019.0,7.0,138.0,7022.625,83.0,1.25
326,35,2019.0,7.0,140.79310344827587,7038.3448275862065,331.0,1.2413793103448276
327,36,2019.0,7.0,144.625,7055.25,86.0,1.125
328,37,2019.0,7.0,147.375,7069.791666666667,279.0,1.1666666666666667
329,38,2019.0,7.0,149.0,7084.888888888889,110.0,1.2222222222222223
330,39,2019.0,7.0,150.0,7091.0,71.0,1.5714285714285714
331,40,2019.0,7.0,151.0,7095.285714285715,106.0,1.8571428571428572
332,41,2019.0,7.0,152.0,7099.5,64.0,1.5
333,42,2019.0,7.0,153.0,7102.0,6.0,1.0
334,43,2019.0,7.0,154.88,7113.68,262.0,1.2
335,44,2019.0,8.0,158.34782608695653,8010.0,235.0,1.3043478260869565
336,45,2019.0,8.0,162.04761904761904,8028.809523809524,277.0,1.2857142857142858
337,46,2019.0,8.0,164.42857142857142,8042.571428571428,162.0,1.4285714285714286
338,47,2019.0,8.0,166.0,8048.5,30.0,1.0
339,48,2019.0,8.0,167.36363636363637,8069.090909090909,167.0,1.0
340,49,2019.0,8.0,169.0,8062.142857142857,82.0,1.4285714285714286
341,50,2019.0,8.0,170.46666666666667,8069.0,112.0,1.6
342,51,2019.0,8.0,172.58333333333334,8078.166666666667,105.0,1.6666666666666667
343,52,2019.0,8.0,175.8,8092.88,247.0,1.4
344,53,2019.0,8.0,178.0,8104.875,82.0,1.75
345,54,2019.0,8.0,179.0,8108.333333333333,17.0,1.6666666666666667
346,55,2019.0,8.0,180.0,8112.375,48.0,1.5
347,56,2019.0,8.0,181.0,8116.0,25.0,2.0
348,57,2019.0,9.0,182.0,9003.0,51.0,1.5714285714285714
349,58,2019.0,9.0,183.0,9006.666666666666,25.0,1.6666666666666667
350,59,2019.0,9.0,184.8181818181818,9011.90909090909,112.0,1.6363636363636365
351,60,2019.0,9.0,189.1086956521739,9034.45652173913,458.0,1.2391304347826086
352,61,2019.0,9.0,194.57692307692307,9068.0,252.0,1.3846153846153846
353,62,2019.0,9.0,197.66666666666666,9078.333333333334,138.0,1.4166666666666667
354,63,2019.0,9.0,199.42857142857142,9088.857142857143,198.0,1.1428571428571428
355,64,2019.0,10.0,202.6451612903226,10013.032258064517,362.0,1.3225806451612903
356,65,2019.0,10.0,205.78947368421052,10043.631578947368,202.0,1.2105263157894737
357,66,2019.0,10.0,208.8181818181818,10046.09090909091,116.0,1.1818181818181819
358,67,2019.0,10.0,210.2,10053.0,36.0,1.0
359,68,2019.0,10.0,213.69230769230768,10064.5,243.0,1.3461538461538463
360,69,2019.0,10.0,216.8181818181818,10106.727272727272,62.0,1.5454545454545454
361,70,2019.0,10.0,220.22222222222223,10086.388888888889,204.0,1.5555555555555556
362,71,2019.0,10.0,224.25,10124.625,154.0,1.4375
363,72,2019.0,10.0,227.25,10113.25,255.0,1.15
364,73,2019.0,10.0,231.3846153846154,10133.692307692309,296.0,1.3461538461538463
